id,container_number,vessel_id,container_type,status,destination,weight,priority,terminal,arrival_date
588,OPXU8479891,51,reefer,in_yard,Santos,20535.37,normal,Terminal B,2026-06-28
589,BFPU8813071,119,reefer,in_yard,Felixstowe,4528.84,normal,Terminal C,2026-03-08
590,OPXU4754647,61,standard,delayed,Antwerp,25734.4,normal,Terminal A,2026-06-10
591,BFPU6448586,101,standard,in_yard,Valencia,4935.06,normal,Terminal A,2026-02-10
592,BFPU6848796,37,reefer,in_yard,Los Angeles,12547.84,normal,Terminal C,2026-02-27
593,WLMU2189907,42,dangerous_goods,loaded,Piraeus,17353.93,normal,Terminal A,2026-07-26
594,OPXU9092903,71,standard,in_yard,Durban,13209.86,urgent,Terminal C,2026-01-04
595,JHDU4962012,70,standard,dispatched,Durban,23755.45,low,Terminal B,2026-06-14
596,WLMU2638360,42,dangerous_goods,in_yard,Piraeus,3809.8,low,Terminal A,2026-07-27
597,VNKU2031500,42,standard,dispatched,Durban,25484.66,normal,Terminal A,2026-07-26
598,OPXU3503436,97,standard,in_yard,Vancouver,17026.22,low,Terminal A,2026-01-03
599,WLMU6109503,39,open_top,delayed,Colombo,27747.52,normal,Terminal B,2026-03-01
600,OPXU5935599,109,standard,delayed,Singapore,2021.93,normal,Terminal C,2026-08-03
601,BFPU5734685,15,open_top,in_yard,Durban,12250.98,normal,Terminal B,2026-06-27
602,VNKU8301277,52,standard,dispatched,Valencia,5615.79,normal,Terminal C,2026-03-18
603,VNKU3588175,108,standard,delayed,Hamburg,5491.21,low,Terminal B,2026-01-02
604,JHDU9165493,19,reefer,damaged,Hamburg,4201.25,normal,Terminal A,2026-06-15
605,VNKU8142130,111,reefer,loaded,Tanjung Pelepas,16353.3,normal,Terminal B,2026-03-29
606,OPXU8126489,29,reefer,loaded,Busan,20515.38,normal,Terminal C,2026-07-16
607,ZTCU9107893,5,reefer,in_yard,Valencia,27005.18,low,Terminal A,2026-07-28
608,WLMU2312558,60,standard,dispatched,Busan,14283.74,normal,Terminal A,2026-04-28
609,JHDU6242875,88,reefer,delayed,Nhava Sheva,22241.71,normal,Terminal C,2026-03-22
610,JHDU6561881,74,standard,damaged,Ningbo,9519.42,low,Terminal B,2026-07-20
611,BFPU5369510,94,standard,loaded,Jebel Ali,16894.36,normal,Terminal B,2026-02-08
612,JHDU1457985,104,standard,in_yard,Algeciras,3998.42,high,Terminal B,2026-01-22
613,WLMU5713926,17,standard,in_yard,Los Angeles,17699.36,high,Terminal C,2026-04-13
614,VNKU7203657,85,dangerous_goods,in_yard,Busan,14607.88,high,Terminal A,2026-04-09
615,ZTCU3433874,44,reefer,dispatched,Valencia,21571.79,normal,Terminal C,2026-06-18
616,JHDU8385078,31,reefer,in_yard,Durban,21093.39,normal,Terminal A,2026-08-14
617,BFPU2946062,97,standard,loaded,Valencia,9835.55,normal,Terminal A,2026-01-02
618,JHDU7544296,49,standard,in_yard,Tanjung Pelepas,2308.44,high,Terminal A,2026-02-25
619,JHDU6296376,49,flat_rack,dispatched,Singapore,4531.47,normal,Terminal A,2026-02-25
620,VNKU5573311,109,standard,in_yard,Los Angeles,8638.94,normal,Terminal C,2026-08-03
621,JHDU5056679,99,reefer,loaded,Santos,15518.76,normal,Terminal C,2026-07-25
622,WLMU1177469,41,reefer,dispatched,Rotterdam,12692.47,normal,Terminal A,2026-08-15
623,OPXU5752935,45,standard,in_yard,Vancouver,4390.47,urgent,Terminal A,2026-08-09
624,JHDU3043299,77,reefer,in_yard,Vancouver,5377.59,normal,Terminal C,2026-04-16
625,ZTCU4091420,115,standard,loaded,Shanghai,18608.29,high,Terminal A,2026-08-02
626,VNKU6425820,99,standard,dispatched,Antwerp,22204.75,normal,Terminal C,2026-07-26
627,QRSU5440339,8,standard,in_yard,Santos,17867.85,low,Terminal B,2026-07-07
628,OPXU8235234,14,standard,dispatched,Felixstowe,20600.41,low,Terminal B,2026-03-04
629,WLMU5204309,10,dangerous_goods,in_yard,Valencia,5870.21,normal,Terminal A,2026-06-30
630,VNKU5470062,86,standard,in_yard,Piraeus,16940.65,normal,Terminal A,2026-05-19
631,VNKU7776531,62,dangerous_goods,dispatched,Shanghai,16043.35,low,Terminal A,2026-02-04
632,WLMU9980912,16,flat_rack,loaded,Ningbo,12415.98,normal,Terminal A,2026-07-18
633,WLMU6705306,47,standard,loaded,Ningbo,18842.61,low,Terminal C,2026-08-09
634,JHDU4204501,50,standard,loaded,Los Angeles,18396.04,normal,Terminal B,2026-04-10
635,JHDU8348147,114,reefer,in_yard,Santos,2659.48,urgent,Terminal B,2026-04-27
636,VNKU2056840,63,dangerous_goods,dispatched,Valencia,15882.44,high,Terminal C,2026-02-11
637,ZTCU6692259,3,standard,dispatched,Singapore,12543.2,normal,Terminal C,2026-01-25
638,BFPU3499027,87,reefer,in_yard,Shanghai,2958.82,low,Terminal A,2026-03-26
639,WLMU1768424,61,standard,dispatched,Rotterdam,6478.47,low,Terminal A,2026-06-10
640,BFPU2632292,106,standard,in_yard,Durban,3662.9,high,Terminal B,2026-04-30
641,WLMU4700592,64,standard,in_yard,Long Beach,23099.55,urgent,Terminal C,2026-07-27
642,ZTCU3304005,42,standard,damaged,Santos,21869.92,normal,Terminal A,2026-07-27
643,ZTCU5595168,9,standard,loaded,Colombo,16388.6,normal,Terminal B,2026-03-17
644,ZTCU7310431,18,dangerous_goods,in_yard,Valencia,4098.79,low,Terminal B,2026-03-22
645,JHDU5760225,91,standard,dispatched,Valencia,20001.32,normal,Terminal C,2026-02-25
646,VNKU7912738,67,standard,in_yard,Singapore,17503.07,normal,Terminal A,2026-06-04
647,BFPU6053293,81,standard,in_yard,Busan,6989.47,urgent,Terminal C,2026-07-17
648,QRSU9515120,80,standard,dispatched,Santos,9187.09,low,Terminal B,2026-06-18
649,BFPU8959326,88,standard,in_yard,Singapore,3404.72,normal,Terminal C,2026-03-21
650,QRSU6608533,56,reefer,delayed,Felixstowe,3126.25,normal,Terminal C,2026-04-14
651,BFPU1487633,21,standard,in_yard,Busan,20756.48,normal,Terminal A,2026-05-31
652,OPXU6464086,54,standard,in_yard,Busan,4549.67,normal,Terminal C,2026-08-24
653,OPXU2233623,49,standard,loaded,Tanjung Pelepas,5768.47,high,Terminal A,2026-02-25
654,VNKU7266039,23,standard,dispatched,Colombo,27364.45,normal,Terminal B,2026-07-22
655,JHDU2000789,5,standard,in_yard,Felixstowe,13923.05,low,Terminal A,2026-07-28
656,QRSU3630468,29,dangerous_goods,dispatched,Vancouver,25545.03,normal,Terminal C,2026-07-15
657,VNKU9753827,12,standard,damaged,Durban,14310.71,normal,Terminal B,2026-06-12
658,VNKU5138170,94,standard,loaded,Busan,25187.39,normal,Terminal B,2026-02-07
659,WLMU1085187,117,standard,in_yard,Valencia,21070.38,normal,Terminal A,2026-01-09
660,VNKU9040805,68,dangerous_goods,dispatched,Los Angeles,13763.48,normal,Terminal A,2026-05-10
661,JHDU7821919,89,flat_rack,in_yard,Ningbo,8215.62,urgent,Terminal A,2026-05-26
662,JHDU6114309,62,standard,loaded,Durban,21429.45,low,Terminal A,2026-02-04
663,BFPU3325723,60,open_top,loaded,Colombo,18297.08,normal,Terminal A,2026-04-28
664,JHDU2186125,111,standard,dispatched,Algeciras,2850.57,normal,Terminal B,2026-03-29
665,WLMU4475340,90,dangerous_goods,in_yard,Long Beach,21129.78,low,Terminal B,2026-07-22
666,ZTCU2861709,114,standard,loaded,Singapore,11504.85,low,Terminal B,2026-04-27
667,JHDU4434507,72,standard,in_yard,Nhava Sheva,4952.5,normal,Terminal C,2026-05-20
668,JHDU4782209,97,standard,delayed,Algeciras,19685.9,normal,Terminal A,2026-01-02
669,QRSU8590191,48,standard,loaded,Los Angeles,14224.26,normal,Terminal A,2026-01-05
670,WLMU7176462,58,dangerous_goods,delayed,Shanghai,6897.19,high,Terminal B,2026-05-25
671,VNKU3999964,11,standard,damaged,Los Angeles,6283.92,low,Terminal B,2026-01-21
672,OPXU4426849,64,standard,dispatched,Ningbo,12829.95,normal,Terminal C,2026-07-26
673,QRSU8048611,61,standard,dispatched,Ningbo,6915.58,low,Terminal A,2026-06-09
674,WLMU6635087,107,standard,in_yard,Long Beach,14639.86,normal,Terminal C,2026-06-29
675,QRSU3213824,59,open_top,in_yard,Antwerp,7896.33,normal,Terminal C,2026-03-04
676,BFPU1793880,99,standard,in_yard,Jebel Ali,18084.39,low,Terminal C,2026-07-26
677,OPXU3575047,24,standard,in_yard,Long Beach,16937.65,normal,Terminal C,2026-05-01
678,OPXU1581986,24,reefer,damaged,Hamburg,11695.79,normal,Terminal C,2026-04-30
679,QRSU3038264,69,open_top,loaded,Valencia,21981.47,urgent,Terminal B,2026-04-20
680,ZTCU9512910,20,standard,dispatched,Valencia,25295.41,urgent,Terminal C,2026-05-24
681,WLMU8417300,103,standard,in_yard,Valencia,25404.54,low,Terminal B,2026-03-15
682,ZTCU7738231,40,reefer,in_yard,Colombo,4404.51,low,Terminal A,2026-06-21
683,WLMU4726955,75,dangerous_goods,dispatched,Santos,2586.26,normal,Terminal A,2026-02-10
684,JHDU2465941,87,flat_rack,loaded,Valencia,10261.7,normal,Terminal A,2026-03-26
685,JHDU7057663,117,standard,dispatched,Tanjung Pelepas,11610.38,normal,Terminal A,2026-01-09
686,QRSU6168814,45,flat_rack,delayed,Shanghai,7608.07,high,Terminal A,2026-08-10
687,VNKU5842475,103,standard,dispatched,Tanjung Pelepas,20943.74,normal,Terminal B,2026-03-15
688,OPXU6087374,19,standard,delayed,Long Beach,3719.01,urgent,Terminal A,2026-06-15
689,ZTCU7869609,12,reefer,in_yard,Jebel Ali,16451.16,normal,Terminal B,2026-06-12
690,OPXU7405029,26,standard,loaded,Ningbo,23699.22,normal,Terminal A,2026-03-30
691,ZTCU1041048,29,standard,in_yard,Valencia,5228.6,normal,Terminal C,2026-07-16
692,OPXU9252486,54,open_top,dispatched,Rotterdam,5103.22,normal,Terminal C,2026-08-24
693,JHDU7069317,77,reefer,loaded,Antwerp,18327.9,normal,Terminal C,2026-04-16
694,WLMU1294357,48,dangerous_goods,in_yard,Singapore,5799.57,normal,Terminal A,2026-01-04
695,OPXU1887318,46,standard,loaded,Colombo,3266.59,normal,Terminal A,2026-02-16
696,OPXU4074382,66,dangerous_goods,loaded,Jebel Ali,16136.52,high,Terminal A,2026-08-17
697,JHDU7082121,35,standard,loaded,Hamburg,2335.34,normal,Terminal B,2026-05-20
698,VNKU7912120,100,standard,delayed,Los Angeles,7664.78,normal,Terminal C,2026-07-28
699,WLMU9818990,102,dangerous_goods,dispatched,Los Angeles,12851.0,high,Terminal A,2026-03-12
700,OPXU1291577,105,standard,in_yard,Colombo,5614.36,normal,Terminal B,2026-07-01
701,JHDU6111753,23,standard,dispatched,Busan,5346.58,normal,Terminal B,2026-07-22
702,OPXU4520547,40,standard,in_yard,Los Angeles,4021.12,high,Terminal A,2026-06-22
703,OPXU2808875,6,standard,dispatched,Durban,3540.9,low,Terminal B,2026-03-30
704,ZTCU6060776,6,reefer,dispatched,Los Angeles,25922.55,normal,Terminal B,2026-03-29
705,JHDU6897756,24,standard,in_yard,Antwerp,26668.58,normal,Terminal C,2026-04-30
706,WLMU5057108,110,standard,in_yard,Durban,21844.34,normal,Terminal B,2026-06-04
707,OPXU1072627,37,flat_rack,in_yard,Santos,25932.41,high,Terminal C,2026-02-28
708,JHDU4105895,47,standard,damaged,Jebel Ali,23703.3,urgent,Terminal C,2026-08-10
709,WLMU4817726,28,standard,dispatched,Long Beach,5214.0,low,Terminal C,2026-01-28
710,BFPU7060776,64,reefer,loaded,Singapore,4138.45,normal,Terminal C,2026-07-27
711,VNKU6234607,37,reefer,dispatched,Busan,16401.81,normal,Terminal C,2026-02-28
712,BFPU2167847,25,open_top,dispatched,Colombo,6661.73,urgent,Terminal C,2026-06-25
713,ZTCU7649981,87,standard,dispatched,Shanghai,5099.66,normal,Terminal A,2026-03-26
714,OPXU2085660,95,standard,in_yard,Santos,17468.98,urgent,Terminal C,2026-07-16
715,BFPU8125354,30,reefer,in_yard,Durban,17434.9,high,Terminal A,2026-06-04
716,VNKU7785437,46,flat_rack,loaded,Hamburg,21967.99,low,Terminal A,2026-02-17
717,VNKU4872547,63,reefer,in_yard,Los Angeles,21182.76,high,Terminal C,2026-02-11
718,ZTCU4004727,87,standard,dispatched,Hamburg,9871.57,normal,Terminal A,2026-03-26
719,BFPU9723295,85,dangerous_goods,dispatched,Santos,9632.64,normal,Terminal A,2026-04-10
720,QRSU1296459,70,flat_rack,in_yard,Tanjung Pelepas,24883.27,low,Terminal B,2026-06-14
721,BFPU7313879,41,standard,in_yard,Jebel Ali,16473.33,high,Terminal A,2026-08-15
722,JHDU3753883,114,standard,in_yard,Piraeus,14673.83,low,Terminal B,2026-04-28
723,WLMU8882244,85,standard,delayed,Algeciras,3449.17,normal,Terminal A,2026-04-10
724,JHDU6918393,79,dangerous_goods,in_yard,Singapore,2731.82,low,Terminal A,2026-08-25
725,BFPU1451304,45,dangerous_goods,dispatched,Piraeus,4531.1,normal,Terminal A,2026-08-10
726,QRSU1947061,53,reefer,in_yard,Ningbo,17405.82,high,Terminal C,2026-01-16
727,QRSU2920509,112,standard,in_yard,Long Beach,2971.82,normal,Terminal C,2026-01-08
728,WLMU8066104,73,standard,dispatched,Durban,2578.15,normal,Terminal A,2026-01-12
729,WLMU2639564,42,dangerous_goods,in_yard,Santos,10735.15,normal,Terminal A,2026-07-27
730,WLMU6025126,22,standard,loaded,Valencia,18521.55,urgent,Terminal A,2026-01-24
731,BFPU9989803,108,standard,in_yard,Ningbo,27901.92,normal,Terminal B,2026-01-02
732,JHDU2542796,80,reefer,loaded,Durban,10757.79,low,Terminal B,2026-06-19
733,OPXU6827003,55,dangerous_goods,dispatched,Ningbo,15120.63,normal,Terminal C,2026-02-18
734,VNKU7749490,26,standard,loaded,Nhava Sheva,6695.62,low,Terminal A,2026-03-29
735,VNKU4572755,74,reefer,dispatched,Felixstowe,8966.33,normal,Terminal B,2026-07-20
736,WLMU2004647,120,standard,loaded,Hamburg,8249.72,normal,Terminal A,2026-07-30
737,VNKU7883025,109,standard,dispatched,Shanghai,18482.11,high,Terminal C,2026-08-03
738,QRSU3694157,106,standard,dispatched,Piraeus,8200.57,low,Terminal B,2026-04-30
739,BFPU6210006,32,standard,loaded,Tanjung Pelepas,12972.5,high,Terminal A,2026-01-21
740,QRSU3288926,21,standard,dispatched,Antwerp,19125.44,low,Terminal A,2026-05-30
741,VNKU1334013,93,standard,delayed,Long Beach,17641.59,high,Terminal A,2026-01-25
742,QRSU2515088,115,standard,dispatched,Hamburg,8137.07,normal,Terminal A,2026-08-01
743,JHDU9812402,67,standard,delayed,Busan,17595.35,high,Terminal A,2026-06-05
744,BFPU7542286,43,dangerous_goods,dispatched,Tanjung Pelepas,7668.22,low,Terminal C,2026-04-01
745,VNKU7851404,36,standard,loaded,Valencia,15870.22,normal,Terminal B,2026-04-06
746,WLMU8109870,41,standard,in_yard,Antwerp,24865.27,urgent,Terminal A,2026-08-15
747,JHDU7169641,61,dangerous_goods,in_yard,Vancouver,2905.05,normal,Terminal A,2026-06-09
748,BFPU5021093,89,standard,loaded,Colombo,25482.08,normal,Terminal A,2026-05-26
749,VNKU7517462,110,standard,damaged,Antwerp,9823.09,urgent,Terminal B,2026-06-04
750,OPXU3688166,39,open_top,dispatched,Tanjung Pelepas,22522.25,normal,Terminal B,2026-02-28
751,BFPU9249220,106,standard,loaded,Long Beach,20652.04,high,Terminal B,2026-04-30
752,OPXU5378351,106,standard,loaded,Vancouver,20960.02,normal,Terminal B,2026-05-01
753,JHDU1458871,59,dangerous_goods,dispatched,Jebel Ali,18384.06,high,Terminal C,2026-03-03
754,VNKU4356706,1,reefer,in_yard,Shanghai,4881.53,normal,Terminal A,2026-01-07
755,WLMU7883963,109,dangerous_goods,in_yard,Valencia,24711.15,low,Terminal C,2026-08-02
756,WLMU6495887,88,dangerous_goods,in_yard,Tanjung Pelepas,11557.59,normal,Terminal C,2026-03-22
757,WLMU4766269,107,standard,in_yard,Nhava Sheva,18824.77,normal,Terminal C,2026-06-28
758,OPXU5391992,60,reefer,in_yard,Piraeus,18068.11,normal,Terminal A,2026-04-28
759,QRSU3854188,12,flat_rack,in_yard,Algeciras,13314.13,high,Terminal B,2026-06-13
760,JHDU9290445,106,standard,dispatched,Santos,26597.36,high,Terminal B,2026-05-01
761,JHDU9290765,37,standard,loaded,Santos,17602.15,urgent,Terminal C,2026-02-28
762,JHDU4176986,94,standard,loaded,Hamburg,2748.1,urgent,Terminal B,2026-02-07
763,VNKU5166084,80,standard,dispatched,Felixstowe,4229.21,normal,Terminal B,2026-06-19
764,VNKU4560421,89,reefer,dispatched,Vancouver,8661.87,low,Terminal A,2026-05-26
765,QRSU4939985,7,standard,loaded,Vancouver,26422.37,urgent,Terminal B,2026-04-08
766,QRSU9464810,1,reefer,in_yard,Piraeus,19452.81,low,Terminal A,2026-01-07
767,OPXU5366969,75,standard,loaded,Long Beach,24825.32,low,Terminal A,2026-02-10
768,WLMU8263354,91,standard,in_yard,Singapore,27441.43,normal,Terminal C,2026-02-25
769,QRSU8215646,96,standard,delayed,Vancouver,23569.32,high,Terminal A,2026-04-10
770,OPXU6293931,56,reefer,loaded,Hamburg,16447.54,high,Terminal C,2026-04-15
771,OPXU3493443,7,standard,in_yard,Valencia,8765.82,normal,Terminal B,2026-04-09
772,VNKU1684371,15,standard,damaged,Nhava Sheva,14615.19,normal,Terminal B,2026-06-26
773,QRSU2569976,16,standard,in_yard,Jebel Ali,21498.35,high,Terminal A,2026-07-18
774,ZTCU9825074,75,dangerous_goods,in_yard,Shanghai,8400.09,normal,Terminal A,2026-02-09
775,QRSU1435572,114,standard,damaged,Los Angeles,12248.41,normal,Terminal B,2026-04-27
776,QRSU3579924,108,standard,loaded,Valencia,13805.44,urgent,Terminal B,2026-01-02
777,ZTCU8601790,43,standard,dispatched,Durban,5362.33,high,Terminal C,2026-04-02
778,BFPU1931723,42,reefer,loaded,Vancouver,11916.16,normal,Terminal A,2026-07-26
779,BFPU7692721,31,standard,delayed,Jebel Ali,12101.08,normal,Terminal A,2026-08-13
780,QRSU9235014,16,dangerous_goods,dispatched,Ningbo,25497.09,normal,Terminal A,2026-07-19
781,ZTCU7164902,86,standard,loaded,Piraeus,14387.43,normal,Terminal A,2026-05-19
782,BFPU8088983,12,dangerous_goods,dispatched,Tanjung Pelepas,18397.84,low,Terminal B,2026-06-13
783,JHDU4761958,60,reefer,dispatched,Valencia,15709.25,normal,Terminal A,2026-04-28
784,VNKU8337608,38,standard,dispatched,Ningbo,5863.77,low,Terminal C,2026-06-01
785,OPXU9776028,108,standard,loaded,Nhava Sheva,3989.85,low,Terminal B,2026-01-02
786,VNKU7929315,66,standard,dispatched,Durban,23133.44,normal,Terminal A,2026-08-16
787,WLMU1272943,99,standard,dispatched,Jebel Ali,22440.6,high,Terminal C,2026-07-25
788,VNKU5993696,11,standard,dispatched,Felixstowe,18219.07,normal,Terminal B,2026-01-21
789,OPXU2312322,28,reefer,dispatched,Los Angeles,13278.77,low,Terminal C,2026-01-29
790,ZTCU3881241,15,reefer,loaded,Piraeus,24588.29,urgent,Terminal B,2026-06-27
791,WLMU7052024,39,reefer,damaged,Piraeus,22920.66,low,Terminal B,2026-02-28
792,OPXU2877580,2,dangerous_goods,dispatched,Santos,24334.31,normal,Terminal B,2026-06-23
793,OPXU8311317,84,dangerous_goods,delayed,Nhava Sheva,6963.78,normal,Terminal B,2026-06-03
794,VNKU8077958,19,standard,in_yard,Hamburg,21208.31,normal,Terminal A,2026-06-15
795,ZTCU8541631,61,reefer,in_yard,Durban,23565.72,normal,Terminal A,2026-06-10
796,ZTCU8244199,2,flat_rack,dispatched,Durban,17491.83,normal,Terminal B,2026-06-24
797,VNKU7705523,5,standard,loaded,Vancouver,26317.3,high,Terminal A,2026-07-28
798,JHDU2018455,30,standard,loaded,Long Beach,16384.65,normal,Terminal A,2026-06-04
799,VNKU2961940,114,standard,delayed,Colombo,13656.46,normal,Terminal B,2026-04-27
800,JHDU4224602,37,standard,loaded,Algeciras,7712.26,high,Terminal C,2026-02-28
801,WLMU8859576,118,standard,in_yard,Piraeus,26954.89,high,Terminal A,2026-03-04
802,VNKU3718341,102,reefer,in_yard,Shanghai,19343.47,low,Terminal A,2026-03-12
803,WLMU9257506,21,standard,loaded,Valencia,9894.95,normal,Terminal A,2026-05-30
804,QRSU5375632,3,standard,in_yard,Algeciras,2831.22,low,Terminal C,2026-01-25
805,WLMU4803231,15,standard,in_yard,Antwerp,27835.23,high,Terminal B,2026-06-26
806,WLMU5487758,99,open_top,delayed,Algeciras,17711.53,low,Terminal C,2026-07-25
807,VNKU8669463,119,flat_rack,dispatched,Los Angeles,22322.96,normal,Terminal C,2026-03-07
808,WLMU1704130,106,standard,in_yard,Los Angeles,24642.61,high,Terminal B,2026-04-30
809,QRSU8407441,94,dangerous_goods,loaded,Los Angeles,6011.69,normal,Terminal B,2026-02-07
810,BFPU4387157,16,standard,loaded,Rotterdam,8378.22,high,Terminal A,2026-07-19
811,WLMU3873296,37,standard,loaded,Tanjung Pelepas,11376.73,normal,Terminal C,2026-02-27
812,BFPU9886057,97,standard,in_yard,Tanjung Pelepas,12748.64,normal,Terminal A,2026-01-03
813,WLMU7069566,110,flat_rack,loaded,Rotterdam,20658.27,normal,Terminal B,2026-06-04
814,QRSU6281544,11,standard,dispatched,Tanjung Pelepas,3598.18,high,Terminal B,2026-01-21
815,WLMU1969887,116,flat_rack,damaged,Algeciras,27289.19,normal,Terminal C,2026-02-28
816,JHDU6262932,93,open_top,in_yard,Antwerp,25405.42,normal,Terminal A,2026-01-24
817,VNKU8485810,90,reefer,delayed,Vancouver,22496.88,normal,Terminal B,2026-07-22
818,BFPU7786479,114,dangerous_goods,delayed,Shanghai,2961.22,normal,Terminal B,2026-04-27
819,WLMU5763519,67,standard,loaded,Ningbo,15554.73,high,Terminal A,2026-06-04
820,ZTCU5340101,3,standard,dispatched,Tanjung Pelepas,27660.82,low,Terminal C,2026-01-24
821,QRSU5357990,108,reefer,loaded,Singapore,21670.56,urgent,Terminal B,2026-01-03
822,WLMU1087466,39,standard,damaged,Durban,16705.53,high,Terminal B,2026-02-28
823,QRSU5773713,45,reefer,dispatched,Durban,19483.28,normal,Terminal A,2026-08-09
824,QRSU9664623,14,reefer,dispatched,Colombo,13812.05,low,Terminal B,2026-03-05
825,VNKU2374845,107,standard,loaded,Hamburg,14382.58,normal,Terminal C,2026-06-29
826,WLMU7757085,87,reefer,loaded,Piraeus,24672.38,normal,Terminal A,2026-03-27
827,JHDU9213136,57,reefer,loaded,Jebel Ali,5753.0,low,Terminal B,2026-06-03
828,JHDU9609823,17,open_top,in_yard,Santos,13841.24,low,Terminal C,2026-04-13
829,QRSU2992563,72,reefer,loaded,Los Angeles,11609.24,normal,Terminal C,2026-05-20
830,QRSU6115785,16,flat_rack,in_yard,Valencia,2727.42,low,Terminal A,2026-07-19
831,QRSU5756043,7,standard,dispatched,Valencia,2054.23,normal,Terminal B,2026-04-08
832,ZTCU8005748,112,standard,in_yard,Felixstowe,25407.47,high,Terminal C,2026-01-08
833,JHDU3228175,107,dangerous_goods,loaded,Felixstowe,21803.65,normal,Terminal C,2026-06-28
834,JHDU6456223,111,standard,dispatched,Vancouver,12650.34,normal,Terminal B,2026-03-29
835,WLMU1768727,44,flat_rack,delayed,Antwerp,18793.83,high,Terminal C,2026-06-17
836,JHDU6181610,74,reefer,in_yard,Nhava Sheva,4213.95,urgent,Terminal B,2026-07-19
837,WLMU4177535,73,dangerous_goods,loaded,Rotterdam,5127.36,urgent,Terminal A,2026-01-11
838,QRSU4452834,3,standard,dispatched,Durban,13549.97,high,Terminal C,2026-01-25
839,WLMU1754700,52,standard,delayed,Long Beach,13362.45,normal,Terminal C,2026-03-18
840,QRSU2527147,49,standard,in_yard,Jebel Ali,9419.14,low,Terminal A,2026-02-24
841,QRSU7832964,20,reefer,in_yard,Long Beach,6717.9,normal,Terminal C,2026-05-25
842,ZTCU6369404,50,standard,delayed,Antwerp,11763.34,high,Terminal B,2026-04-10
843,OPXU5020206,7,dangerous_goods,loaded,Valencia,15224.15,normal,Terminal B,2026-04-08
844,ZTCU6340799,35,standard,loaded,Valencia,2751.57,normal,Terminal B,2026-05-19
845,WLMU2703045,35,standard,loaded,Hamburg,9919.93,normal,Terminal B,2026-05-19
846,JHDU9395862,109,standard,damaged,Colombo,16051.43,low,Terminal C,2026-08-02
847,VNKU8578973,69,standard,dispatched,Vancouver,9520.49,urgent,Terminal B,2026-04-19
848,VNKU5585262,8,reefer,dispatched,Piraeus,27980.29,high,Terminal B,2026-07-06
849,BFPU9561890,75,standard,in_yard,Nhava Sheva,16640.12,normal,Terminal A,2026-02-10
850,ZTCU3342942,90,reefer,damaged,Tanjung Pelepas,7482.1,normal,Terminal B,2026-07-22
851,JHDU6748465,114,reefer,damaged,Felixstowe,9098.34,normal,Terminal B,2026-04-28
852,OPXU8714152,44,flat_rack,in_yard,Hamburg,18807.53,low,Terminal C,2026-06-18
853,ZTCU3911451,1,standard,delayed,Valencia,21824.1,normal,Terminal A,2026-01-07
854,ZTCU8468826,69,reefer,loaded,Piraeus,23514.14,normal,Terminal B,2026-04-19
855,BFPU1141455,108,standard,loaded,Santos,13559.02,normal,Terminal B,2026-01-02
856,QRSU7003240,98,standard,dispatched,Ningbo,23018.78,normal,Terminal C,2026-06-29
857,ZTCU5710310,47,standard,dispatched,Vancouver,7436.24,low,Terminal C,2026-08-10
858,BFPU5653119,15,reefer,loaded,Nhava Sheva,7038.03,normal,Terminal B,2026-06-26
859,WLMU3151617,9,reefer,in_yard,Durban,24242.45,high,Terminal B,2026-03-18
860,BFPU1387847,25,flat_rack,dispatched,Nhava Sheva,17975.87,normal,Terminal C,2026-06-25
861,VNKU1870113,1,open_top,in_yard,Tanjung Pelepas,9124.93,normal,Terminal A,2026-01-08
862,QRSU9678130,64,dangerous_goods,delayed,Busan,3221.08,high,Terminal C,2026-07-27
863,ZTCU7574301,41,standard,in_yard,Durban,22999.5,urgent,Terminal A,2026-08-14
864,VNKU2248902,89,open_top,in_yard,Long Beach,10080.95,normal,Terminal A,2026-05-26
865,VNKU8246900,4,dangerous_goods,loaded,Long Beach,23853.2,normal,Terminal B,2026-02-21
866,QRSU1913231,31,dangerous_goods,loaded,Busan,26532.24,high,Terminal A,2026-08-14
867,ZTCU8490291,98,reefer,in_yard,Singapore,25834.57,normal,Terminal C,2026-06-28
868,OPXU2040224,101,open_top,loaded,Ningbo,17879.2,normal,Terminal A,2026-02-10
869,ZTCU1875823,87,standard,loaded,Los Angeles,18049.85,normal,Terminal A,2026-03-26
870,VNKU8788136,59,dangerous_goods,delayed,Vancouver,4633.23,normal,Terminal C,2026-03-03
871,WLMU6506176,59,reefer,in_yard,Rotterdam,17474.55,low,Terminal C,2026-03-03
872,WLMU3113620,116,reefer,in_yard,Tanjung Pelepas,14516.38,normal,Terminal C,2026-02-27
873,OPXU1739385,32,standard,in_yard,Tanjung Pelepas,15341.27,normal,Terminal A,2026-01-22
874,WLMU3443176,40,standard,in_yard,Long Beach,9567.66,urgent,Terminal A,2026-06-21
875,OPXU9507858,8,dangerous_goods,loaded,Singapore,12973.59,low,Terminal B,2026-07-06
876,OPXU2147624,82,standard,dispatched,Felixstowe,17593.82,normal,Terminal A,2026-08-05
877,QRSU8024541,79,standard,in_yard,Singapore,14894.2,high,Terminal A,2026-08-24
878,OPXU8827187,89,reefer,in_yard,Long Beach,22989.05,normal,Terminal A,2026-05-27
879,BFPU1112833,24,standard,in_yard,Rotterdam,16421.98,low,Terminal C,2026-05-01
